SOCcode,JobName,JobFamily,isBright,isGreen,JobZone,MedianSalary,JobForecast,ChanceAuto,WageGroup
17-1011.00,"Architects, Except Landscape and Naval",Architecture and Engineering,TRUE,TRUE,4,79380,11800,1.8,
17-3011.00,Architectural and Civil Drafters,Architecture and Engineering,FALSE,FALSE,-1,54920,10700,52,
11-9041.00,Architectural and Engineering Managers,Management,FALSE,TRUE,5,140760,14600,1.7,
17-3011.01,Architectural Drafters,Architecture and Engineering,FALSE,TRUE,4,54920,10700,-1,Architectural and Civil Drafters
25-1031.00,"Architecture Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,86980,800,-1,
25-4011.00,Archivists,"Education, Training, and Library",TRUE,FALSE,5,52240,1000,76,
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,74440,1200,-1,
27-1011.00,Art Directors,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,4,92780,11100,2,
29-1125.01,Art Therapists,Healthcare Practitioners and Technical,TRUE,FALSE,5,47860,1100,-1,Recreational Therapists
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,69960,11100,-1,
27-1019.00,"Artists and Related Workers, All Other","Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,-1,65390,1300,-1,
51-2099.00,"Assemblers and Fabricators, All Other",Production,FALSE,FALSE,-1,31590,137600,-1,Miscellaneous Assemblers and Fabricators
13-2021.01,Assessors,Business and Financial Operations,TRUE,FALSE,3,54980,6700,-1,Appraisers and Assessors of Real Estate
19-2011.00,Astronomers,"Life, Physical, and Social Science",FALSE,FALSE,5,105680,200,4,
27-2021.00,Athletes and Sports Competitors,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,2,50650,2100,28,
29-9091.00,Athletic Trainers,Healthcare Practitioners and Technical,TRUE,FALSE,5,47510,2500,0.7,
19-2021.00,Atmospheric and Space Scientists,"Life, Physical, and Social Science",TRUE,TRUE,4,94110,1100,67,
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Education, Training, and Library",FALSE,FALSE,5,90860,1200,-1,
27-4011.00,Audio and Video Equipment Technicians,"Arts, Design, Entertainment, Sports, and Media",TRUE,FALSE,3,43770,11600,55,
25-9011.00,Audio-Visual and Multimedia Collections Specialists,"Education, Training, and Library",FALSE,FALSE,4,49600,1000,39,
29-1181.00,Audiologists,Healthcare Practitioners and Technical,TRUE,FALSE,5,75920,800,0.3,
13-2011.02,Auditors,Business and Financial Operations,TRUE,FALSE,4,70500,146000,-1,Accountants and Auditors
53-6031.00,Automotive and Watercraft Service Attendants,Transportation and Material Moving,FALSE,FALSE,2,24200,18000,83,
49-3021.00,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair",FALSE,FALSE,2,42730,16000,91,
17-3027.01,Automotive Engineering Technicians,Architecture and Engineering,FALSE,TRUE,3,56250,4300,-1,Mechanical Engineering Technicians
17-2141.02,Automotive Engineers,Architecture and Engineering,FALSE,TRUE,4,87370,22900,-1,Mechanical Engineers
49-3022.00,Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair",FALSE,FALSE,2,34170,2100,55,
49-3023.01,Automotive Master Mechanics,"Installation, Maintenance, and Repair",FALSE,FALSE,3,40710,74000,-1,Automotive Service Technicians and Mechanics
49-3023.00,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",FALSE,FALSE,-1,40710,74000,59,
49-3023.02,Automotive Specialty Technicians,"Installation, Maintenance, and Repair",FALSE,TRUE,3,40710,74000,-1,Automotive Service Technicians and Mechanics
53-6051.01,Aviation Inspectors,Transportation and Material Moving,FALSE,FALSE,3,73780,3300,-1,Transportation Inspectors
49-2091.00,Avionics Technicians,"Installation, Maintenance, and Repair",FALSE,FALSE,3,64140,1500,70,
39-6011.00,Baggage Porters and Bellhops,Personal Care and Service,FALSE,FALSE,2,24210,6600,83,
33-3011.00,Bailiffs,Protective Service,FALSE,FALSE,2,45760,1700,36,
51-3011.00,Bakers,Production,FALSE,FALSE,2,26520,28100,89,
39-5011.00,Barbers,Personal Care and Service,TRUE,FALSE,3,27960,10100,80,
35-3022.01,Baristas,Food Preparation and Serving Related,TRUE,FALSE,1,22330,107600,-1,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
35-3011.00,Bartenders,Food Preparation and Serving Related,TRUE,FALSE,2,22550,123100,77,
49-3091.00,Bicycle Repairers,"Installation, Maintenance, and Repair",TRUE,FALSE,2,28960,1500,94,
43-3011.00,Bill and Account Collectors,Office and Administrative Support,FALSE,FALSE,2,36020,27700,95,
43-3021.00,Billing and Posting Clerks,Office and Administrative Support,TRUE,FALSE,-1,37800,60500,96,
43-3021.02,"Billing, Cost, and Rate Clerks",Office and Administrative Support,TRUE,FALSE,2,37800,60500,-1,Billing and Posting Clerks
17-2199.01,Biochemical Engineers,Architecture and Engineering,FALSE,TRUE,4,96980,11700,-1,"Engineers, All Other"
19-1021.00,Biochemists and Biophysicists,"Life, Physical, and Social Science",FALSE,FALSE,5,93280,3100,3,
51-8099.01,Biofuels Processing Technicians,Production,FALSE,TRUE,2,57100,1400,-1,"Plant and System Operators, All Other"
11-3051.03,Biofuels Production Managers,Management,FALSE,TRUE,4,103380,13800,-1,Industrial Production Managers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Management,FALSE,TRUE,4,140760,14600,-1,Architectural and Engineering Managers
19-1029.01,Bioinformatics Scientists,"Life, Physical, and Social Science",FALSE,FALSE,5,79590,4700,-1,"Biological Scientists, All Other"
43-9111.01,Bioinformatics Technicians,Office and Administrative Support,TRUE,FALSE,4,48330,1800,-1,Statistical Assistants
25-1042.00,"Biological Science Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,82550,6400,-1,
19-1029.00,"Biological Scientists, All Other","Life, Physical, and Social Science",FALSE,FALSE,-1,79590,4700,1.5,
19-4021.00,Biological Technicians,"Life, Physical, and Social Science",TRUE,FALSE,4,44500,9800,30,
19-1020.01,Biologists,"Life, Physical, and Social Science",FALSE,FALSE,5,77550,11800,-1,Biological Scientists
51-8099.03,Biomass Plant Technicians,Production,FALSE,TRUE,2,57100,1400,-1,"Plant and System Operators, All Other"
11-3051.04,Biomass Power Plant Managers,Management,FALSE,TRUE,4,103380,13800,-1,Industrial Production Managers
17-2031.00,Biomedical Engineers,Architecture and Engineering,FALSE,FALSE,4,88550,1500,4,
15-2041.01,Biostatisticians,Computer and Mathematical,TRUE,FALSE,5,87780,5300,-1,Statisticians
47-2011.00,Boilermakers,Construction and Extraction,FALSE,TRUE,3,62150,1600,68,
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Office and Administrative Support,TRUE,FALSE,3,40240,188500,98,
47-2021.00,Brickmasons and Blockmasons,Construction and Extraction,TRUE,FALSE,2,50950,10000,82,
53-6011.00,Bridge and Lock Tenders,Transportation and Material Moving,FALSE,FALSE,1,50320,400,97,
27-3021.00,Broadcast News Analysts,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,4,66880,900,7,
27-4012.00,Broadcast Technicians,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,3,40080,3800,74,
43-4011.00,Brokerage Clerks,Office and Administrative Support,FALSE,FALSE,3,51400,6200,98,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Management,FALSE,TRUE,4,107480,91300,-1,"Managers, All Other"
13-2031.00,Budget Analysts,Business and Financial Operations,FALSE,FALSE,4,76220,4800,94,
37-2019.00,"Building Cleaning Workers, All Other",Building and Grounds Cleaning and Maintenance,TRUE,FALSE,-1,29260,2200,-1,
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair",FALSE,TRUE,3,47350,28400,73,
53-3022.00,"Bus Drivers, School or Special Client",Transportation and Material Moving,FALSE,FALSE,2,32420,66300,89,
53-3021.00,"Bus Drivers, Transit and Intercity",Transportation and Material Moving,FALSE,TRUE,2,42080,25000,67,
13-1199.04,Business Continuity Planners,Business and Financial Operations,TRUE,FALSE,4,70530,119600,-1,"Business Operations Specialists, All Other"
15-1199.08,Business Intelligence Analysts,Computer and Mathematical,TRUE,FALSE,4,90270,35700,-1,"Computer Occupations, All Other"
13-1199.00,"Business Operations Specialists, All Other",Business and Financial Operations,TRUE,FALSE,-1,70530,119600,23,
25-1011.00,"Business Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,83960,11200,-1,
51-3021.00,Butchers and Meat Cutters,Production,FALSE,FALSE,2,31580,17400,93,
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Business and Financial Operations,FALSE,TRUE,4,62750,40200,87,Buyers and Purchasing Agents
51-7011.00,Cabinetmakers and Bench Carpenters,Production,FALSE,FALSE,2,34740,12000,92,
49-9061.00,Camera and Photographic Equipment Repairers,"Installation, Maintenance, and Repair",FALSE,FALSE,3,40620,400,97,
27-4031.00,"Camera Operators, Television, Video, and Motion Picture","Arts, Design, Entertainment, Sports, and Media",TRUE,FALSE,3,54570,3200,60,
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Transportation and Material Moving,FALSE,FALSE,-1,69180,3600,27,
29-2031.00,Cardiovascular Technologists and Technicians,Healthcare Practitioners and Technical,TRUE,FALSE,3,56850,3700,23,
25-2023.00,"Career/Technical Education Teachers, Middle School","Education, Training, and Library",FALSE,FALSE,4,59230,900,-1,
25-2032.00,"Career/Technical Education Teachers, Secondary School","Education, Training, and Library",FALSE,FALSE,4,60250,5600,-1,
43-5011.00,Cargo and Freight Agents,Office and Administrative Support,TRUE,FALSE,2,43210,10100,99,
47-2031.00,Carpenters,Construction and Extraction,TRUE,FALSE,-1,46590,116300,72,
47-2041.00,Carpet Installers,Construction and Extraction,FALSE,FALSE,2,39340,3500,87,
17-1021.00,Cartographers and Photogrammetrists,Architecture and Engineering,TRUE,FALSE,4,64430,1100,88,
41-2011.00,Cashiers,Sales and Related,TRUE,FALSE,2,22430,661300,97,
47-2051.00,Cement Masons and Concrete Finishers,Construction and Extraction,TRUE,TRUE,1,43000,23300,94,
35-1011.00,Chefs and Head Cooks,Food Preparation and Serving Related,TRUE,FALSE,3,48460,20700,10,
17-2041.00,Chemical Engineers,Architecture and Engineering,FALSE,TRUE,4,104910,2400,1.7,
51-9011.00,Chemical Equipment Operators and Tenders,Production,FALSE,TRUE,2,48770,9000,76,
51-8091.00,Chemical Plant and System Operators,Production,FALSE,TRUE,2,62060,2800,85,
19-4031.00,Chemical Technicians,"Life, Physical, and Social Science",FALSE,TRUE,3,48160,7200,57,
25-1052.00,"Chemistry Teachers, Postsecondary","Education, Training, and Library",FALSE,FALSE,5,79550,2400,-1,
19-2031.00,Chemists,"Life, Physical, and Social Science",FALSE,TRUE,4,76890,8400,10,
11-1011.00,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,
11-1011.03,Chief Sustainability Officers,Management,FALSE,TRUE,5,189600,16800,-1,Chief Executives
21-1021.00,"Child, Family, and School Social Workers",Community and Social Service,TRUE,FALSE,4,46270,36900,3,
39-9011.00,Childcare Workers,Personal Care and Service,TRUE,FALSE,2,23240,177900,8,
29-1011.00,Chiropractors,Healthcare Practitioners and Technical,TRUE,FALSE,5,71410,1800,3,
27-2032.00,Choreographers,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,4,47800,1200,0.4,
19-4061.01,City and Regional Planning Aides,"Life, Physical, and Social Science",TRUE,FALSE,4,46640,5300,-1,Social Science Research Assistants
17-3011.02,Civil Drafters,Architecture and Engineering,FALSE,FALSE,3,54920,10700,-1,Architectural and Civil Drafters
17-3022.00,Civil Engineering Technicians,Architecture and Engineering,FALSE,FALSE,3,52580,7700,75,
17-2051.00,Civil Engineers,Architecture and Engineering,FALSE,TRUE,4,86640,28300,1.9,
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Business and Financial Operations,FALSE,FALSE,-1,65900,25800,98,
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Business and Financial Operations,FALSE,FALSE,4,65900,25800,-1,"Claims Adjusters, Examiners, and Investigators"
53-7061.00,Cleaners of Vehicles and Equipment,Transportation and Material Moving,FALSE,FALSE,2,24530,63700,37,
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Production,FALSE,FALSE,2,30790,2800,-1,
21-2011.00,Clergy,Community and Social Service,FALSE,FALSE,5,48990,27500,0.8,
19-2041.01,Climate Change Analysts,"Life, Physical, and Social Science",TRUE,TRUE,5,71130,10300,-1,"Environmental Scientists and Specialists, Including Health"
15-2041.02,Clinical Data Managers,Computer and Mathematical,TRUE,FALSE,4,87780,5300,-1,Statisticians
29-1141.04,Clinical Nurse Specialists,Healthcare Practitioners and Technical,TRUE,FALSE,5,71730,210400,-1,Registered Nurses
19-3031.02,Clinical Psychologists,"Life, Physical, and Social Science",TRUE,FALSE,5,76990,14600,-1,"Clinical, Counseling, and School Psychologists"
11-9121.01,Clinical Research Coordinators,Management,FALSE,FALSE,4,123860,6100,-1,Natural Sciences Managers
19-3031.00,"Clinical, Counseling, and School Psychologists","Life, Physical, and Social Science",TRUE,FALSE,-1,76990,14600,0.5,
27-2022.00,Coaches and Scouts,"Arts, Design, Entertainment, Sports, and Media",TRUE,FALSE,4,33780,47600,1.3,
51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Production,FALSE,FALSE,2,34800,10000,-1,
51-2021.00,"Coil Winders, Tapers, and Finishers",Production,FALSE,FALSE,2,34400,1000,73,
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair",FALSE,FALSE,2,34560,4300,94,
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Food Preparation and Serving Related,TRUE,FALSE,1,21250,780600,-1,
27-1021.00,Commercial and Industrial Designers,"Arts, Design, Entertainment, Sports, and Media",FALSE,TRUE,4,66590,4600,4,
49-9092.00,Commercial Divers,"Installation, Maintenance, and Repair",TRUE,FALSE,3,49140,500,18,
53-2012.00,Commercial Pilots,Transportation and Material Moving,TRUE,FALSE,3,82240,4600,55,
43-2099.00,"Communications Equipment Operators, All Other",Office and Administrative Support,TRUE,FALSE,-1,41050,300,-1,
25-1122.00,"Communications Teachers, Postsecondary","Education, Training, and Library",FALSE,FALSE,5,68910,3200,-1,
21-1099.00,"Community and Social Service Specialists, All Other",Community and Social Service,TRUE,FALSE,-1,42620,13300,-1,
21-1094.00,Community Health Workers,Community and Social Service,TRUE,FALSE,4,39540,8200,-1,
11-3111.00,Compensation and Benefits Managers,Management,FALSE,FALSE,4,121010,1400,96,
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations,FALSE,FALSE,4,63000,9200,47,
11-9199.02,Compliance Managers,Management,FALSE,TRUE,4,107480,91300,-1,"Managers, All Other"
13-1041.00,Compliance Officers,Business and Financial Operations,FALSE,FALSE,-1,68860,30700,8,
15-1111.00,Computer and Information Research Scientists,Computer and Mathematical,TRUE,FALSE,5,118370,3200,1.5,
11-3021.00,Computer and Information Systems Managers,Management,TRUE,FALSE,4,142530,38800,4,
17-2061.00,Computer Hardware Engineers,Architecture and Engineering,FALSE,FALSE,4,114600,5200,22,
15-1143.00,Computer Network Architects,Computer and Mathematical,FALSE,FALSE,4,109020,12200,21,
15-1152.00,Computer Network Support Specialists,Computer and Mathematical,FALSE,FALSE,4,62770,17400,-1,
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Production,TRUE,FALSE,3,53190,3200,-1,
15-1199.00,"Computer Occupations, All Other",Computer and Mathematical,TRUE,FALSE,-1,90270,35700,22,
43-9011.00,Computer Operators,Office and Administrative Support,FALSE,FALSE,3,45840,3100,78,
15-1131.00,Computer Programmers,Computer and Mathematical,FALSE,FALSE,4,84280,15100,48,
25-1021.00,"Computer Science Teachers, Postsecondary","Education, Training, and Library",FALSE,FALSE,5,82220,3600,-1,
15-1121.00,Computer Systems Analysts,Computer and Mathematical,TRUE,FALSE,4,88740,53400,0.7,
15-1199.02,Computer Systems Engineers/Architects,Computer and Mathematical,TRUE,FALSE,4,90270,35700,-1,"Computer Occupations, All Other"
15-1151.00,Computer User Support Specialists,Computer and Mathematical,TRUE,FALSE,3,50980,65100,-1,
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair",FALSE,FALSE,3,38480,11900,74,
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Production,FALSE,TRUE,3,40070,13600,86,
39-6012.00,Concierges,Personal Care and Service,FALSE,FALSE,3,30400,5800,21,
19-1031.00,Conservation Scientists,"Life, Physical, and Social Science",FALSE,FALSE,-1,61310,2600,1.6,
47-4011.00,Construction and Building Inspectors,Construction and Extraction,TRUE,TRUE,3,59700,15800,63,
47-4099.00,"Construction and Related Workers, All Other",Construction and Extraction,TRUE,FALSE,-1,38860,4900,71,Miscellaneous Construction and Related Workers
47-2031.01,Construction Carpenters,Construction and Extraction,TRUE,TRUE,2,46590,116300,-1,Carpenters
47-2061.00,Construction Laborers,Construction and Extraction,TRUE,TRUE,2,35800,179300,88,
11-9021.00,Construction Managers,Management,TRUE,TRUE,4,93370,40200,7,
47-5041.00,Continuous Mining Machine Operators,Construction and Extraction,FALSE,TRUE,2,54520,1900,54,
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","Installation, Maintenance, and Repair",FALSE,FALSE,3,56070,4600,-1,
53-7011.00,Conveyor Operators and Tenders,Transportation and Material Moving,FALSE,FALSE,1,32980,2700,93,
35-2019.00,"Cooks, All Other",Food Preparation and Serving Related,FALSE,FALSE,-1,28650,3500,-1,
35-2011.00,"Cooks, Fast Food",Food Preparation and Serving Related,FALSE,FALSE,1,22330,63000,81,
35-2012.00,"Cooks, Institution and Cafeteria",Food Preparation and Serving Related,FALSE,FALSE,2,26860,62500,83,
35-2013.00,"Cooks, Private Household",Food Preparation and Serving Related,FALSE,FALSE,3,37590,5700,30,
35-2014.00,"Cooks, Restaurant",Food Preparation and Serving Related,TRUE,FALSE,2,26530,243800,96,
35-2015.00,"Cooks, Short Order",Food Preparation and Serving Related,FALSE,FALSE,2,23800,22200,94,
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Production,FALSE,FALSE,2,32410,1100,93,
27-3043.04,Copy Writers,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,4,62170,12800,-1,Writers and Authors
13-1041.06,Coroners,Business and Financial Operations,FALSE,FALSE,3,68860,30700,-1,Compliance Officers
33-3012.00,Correctional Officers and Jailers,Protective Service,FALSE,FALSE,2,44330,33800,60,
43-4021.00,Correspondence Clerks,Office and Administrative Support,FALSE,FALSE,2,37290,700,86,
13-1051.00,Cost Estimators,Business and Financial Operations,TRUE,FALSE,4,64040,24200,57,
39-3092.00,Costume Attendants,Personal Care and Service,FALSE,FALSE,2,41190,1600,61,
19-3031.03,Counseling Psychologists,"Life, Physical, and Social Science",TRUE,FALSE,5,76990,14600,-1,"Clinical, Counseling, and School Psychologists"
21-1019.00,"Counselors, All Other",Community and Social Service,TRUE,FALSE,-1,42130,3500,-1,
41-2021.00,Counter and Rental Clerks,Sales and Related,FALSE,FALSE,2,27290,58700,97,
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Food Preparation and Serving Related,TRUE,FALSE,1,22330,107600,96,
43-5021.00,Couriers and Messengers,Office and Administrative Support,FALSE,FALSE,2,28720,10100,94,
43-4031.01,Court Clerks,Office and Administrative Support,FALSE,FALSE,2,38450,14900,-1,"Court, Municipal, and License Clerks"
23-2091.00,Court Reporters,Legal,TRUE,FALSE,3,57150,1600,50,
43-4031.00,"Court, Municipal, and License Clerks",Office and Administrative Support,FALSE,FALSE,-1,38450,14900,46,
27-1012.00,Craft Artists,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,3,34240,1100,4,
53-7021.00,Crane and Tower Operators,Transportation and Material Moving,FALSE,FALSE,3,54140,5800,90,
13-2041.00,Credit Analysts,Business and Financial Operations,FALSE,FALSE,4,71520,7400,98,
43-4041.01,Credit Authorizers,Office and Administrative Support,FALSE,FALSE,3,38750,2800,-1,"Credit Authorizers, Checkers, and Clerks"
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Office and Administrative Support,FALSE,FALSE,-1,38750,2800,97,
43-4041.02,Credit Checkers,Office and Administrative Support,FALSE,FALSE,2,38750,2800,-1,"Credit Authorizers, Checkers, and Clerks"
13-2071.00,Credit Counselors,Business and Financial Operations,TRUE,FALSE,4,45180,3800,4,
33-3021.03,Criminal Investigators and Special Agents,Protective Service,FALSE,FALSE,3,81920,7500,-1,Detectives and Criminal Investigators
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Education, Training, and Library",TRUE,FALSE,5,61900,1700,-1,
29-1141.03,Critical Care Nurses,Healthcare Practitioners and Technical,TRUE,FALSE,3,71730,210400,-1,Registered Nurses
33-9091.00,Crossing Guards,Protective Service,FALSE,FALSE,2,28960,14200,49,
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Production,FALSE,FALSE,2,36400,3500,-1,
25-4012.00,Curators,"Education, Training, and Library",TRUE,FALSE,5,53780,1700,0.7,
43-4051.00,Customer Service Representatives,Office and Administrative Support,TRUE,TRUE,2,33750,387600,55,
13-1199.03,Customs Brokers,Business and Financial Operations,TRUE,FALSE,3,70530,119600,-1,"Business Operations Specialists, All Other"
51-9031.00,"Cutters and Trimmers, Hand",Production,FALSE,FALSE,1,29390,800,64,
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Production,FALSE,FALSE,2,34620,7300,86,
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production,FALSE,TRUE,2,34460,18600,-1,
29-2011.01,Cytogenetic Technologists,Healthcare Practitioners and Technical,TRUE,FALSE,4,52330,25500,-1,Clinical Laboratory Technologists and Technicians
29-2011.02,Cytotechnologists,Healthcare Practitioners and Technical,TRUE,FALSE,5,52330,25500,-1,Clinical Laboratory Technologists and Technicians
27-2031.00,Dancers,"Arts, Design, Entertainment, Sports, and Media",FALSE,FALSE,3,16.31,2400,13,
43-9021.00,Data Entry Keyers,Office and Administrative Support,FALSE,FALSE,2,32170,14800,99,
